file_name,keywords,count,text_length
text_013b15cc0f853691fd6efddb17c3fb04.txt,"太阳能,能源,新能源,中东,博文,发电,新浪,愿景,迪拜,装机",10,2092
text_01c2e431c65eb879e62c0373b660b9a7.txt,"能源,高标准,新能源,优质服务,火电,广东,管理,非盈利,网讯,合同额",10,546
text_01d7a60747f1d4cab844b1e8ab8345c3.txt,"氢能,绿色,能源,氢气,太阳能,反应,风能,燃料,工厂,产生",10,1609
text_01e107763edf4249c4c858a70fe4348f.txt,"沙特阿拉伯,投资,宗教,利雅得,能源,改革,伊斯兰,会议,石油,势力",10,2223
text_0243cf9a1b7176d8d10ad5c93c35a732.txt,"联合国,波兰,会议,气候,媒称,垫底,矿业城市,排放量,气候变迁,水灾",10,520
text_03f435ef9756a871453e9e1983a860de.txt,"能源,阿拉伯,服务业,技术,国王",5,236
text_04f43115269e44895cae6ec0f4ca0143.txt,"技术,生产,克虏伯,空气,设计,电解,工程,设备,伍德,绿氢",10,3204
text_05863d1bc50b4287960411d2c4192053.txt,"水电,电力,论坛,海水,来源,阿拉伯,水利,新闻,水利电力,就业机会",10,459
text_05d6f1055c8a9a41fc20101c20088b7a.txt,"油气,投资,基地,氢能,石油,气田,制氢,天然气,海湾,能源",10,1870
text_063335fec8c46272796121dceefa74ea.txt,"核电,会面,哈立德,目的,工业部长,利雅得,西屋电气,能源部长,核发电,亚历山大",10,442
text_065b3443f72a975f8e99eaf13220426b.txt,"风电,办公室,吉瓦,装机容量,太阳能,招标,发电,产油国,能源,燃料",10,374
text_06c966e57740c9ce3cec83016500e1c0.txt,"博士,基础设施,核能,原子能,和平利用,哈西,网讯,非盈利,证实,水资源",10,333
text_0825927f73bf61c932c992d3236842a5.txt,"原油,交易,油价,能源部长,黄金,汇通,绊脚石,局势,财经,华尔街",10,1209
text_086f86f471ccf6ed1193bae2dc954d9f.txt,"汽车,技术,氢能,碳纤维,能源,社会,韩国,部长级,燃料电池,沙特阿拉伯",10,709
text_09ccfde2851865b3fa868dddc14244dd.txt,"氢气,空气,液化,生产,能源,网络,管道,燃料,绿能,智库",10,2804
text_0cb483f7740d01e7aaa5e9ab35cd1987.txt,"阿美,汽车,动力,备忘录,运输,解决方案,赛车,业务,阿明,熔炉",10,483
text_0d63b251134304089b2c23c216ca1ac6.txt,"斯坦,阿联酋,中标,沙特阿拉伯,风电,别克斯,外贸部,水务,建设项目,乌茲",10,342
text_0deea4ccdbe5e661aa1434a5bc63eb62.txt,"太阳能,电价,竞争性,非盈利,进展,援引,议价,孟买,投标,报告",10,1009
text_0e3e3f322c41ae835873af09b013d208.txt,"沙特阿拉伯,生产,燃料,蓝色,氢气,天然气,能源,出口国,新闻社,能源供应",10,544
text_116d8664c8da2adc86935846050dec2e.txt,"伊朗,生产,以色列,国际原子能机构,官员,核武器,核计划,威胁,专家,阿曼",10,809
text_118965fddba43cb3756940c26fcaf9ef.txt,"石油,欧佩克,原油,观点,会议,能源,产量,日产量,阿齐兹,产油国",10,1047
text_12141460c8df817981c0cebc8756e17b.txt,"生产,燃料,沙特阿拉伯,氢气,能源,每公斤,出口国,蓝色,利雅得,棕色",10,462
text_121da741b97922be3d461934e5bd5e33.txt,"绿色,制氢,工厂,出口,规模,运输,生产,氢气,克虏伯,空气",10,2124
text_151af4981dc671598d5d4fdfdba2a760.txt,"巴林,新闻,阿曼,卡塔尔,中东,联合国,图源,倡议,机场,投资",10,1640
text_16e46bbba99c60af217d3bbf0c5e5c01.txt,"核电,高温,出口,专项,核能,放射性,能源,大国,技术,堆芯",10,2534
text_172036895a65f9dab269ad49a1f37ea4.txt,"风力,发电厂,斯达尔,石油,沙特阿拉伯,发电,工厂,投资,达成协议,风电场",10,473
text_189bd309608686b9fc36e7dac8a3c420.txt,"上海,电气,新能源,发电,风电,太阳能,江苏,电力,旗下,能源",10,860
text_18f89d065e8cb121a516e0dedaf1eb2b.txt,"沙特阿拉伯,阿美,石油,联合国,能源,排放量,气候变化,气候,倡议,炼油厂",10,1658
text_194b41ea9272adb87f7352eb51b82392.txt,"绿色,投资,细节,阿美,氢气,控股集团,能源,专家,论坛,沙特阿拉伯",10,955
text_1b6728e18813c64d4ade75163e788144.txt,"太阳能,哈利德,转载自,电力网,大国,出口,达沃斯,法立哈,招标,精彩",10,366
text_1c2bd2e5413b8e2f98051c5959e0ce11.txt,"阿美,生产,原油,价值,石油,氢气,日本,工程,化学品,沙特阿拉伯",10,1199
text_1c813623c92a87ec9c7c150bea3396cb.txt,"埃尔,历史,投资,社会,总体规划,酒店,皇家,机会,委员会,娱乐",10,1577
text_1c8cbe1af5da8d06263e32afbcb3a242.txt,"绿色,制氢,工厂,出口,规模,空气,运输,氢气,生产,执行官",10,2056
text_1ce0dc166725d4c5be228c64b3a0be2b.txt,"委员会,备忘录,燃料电池,能源,拉赫曼,公共汽车,阿卜杜,首席,氢气,燃料",10,1785
text_1fd939e55fcdffa7ff6e60e97f5aba27.txt,"中东,关系,和平,对话,国王,两国,中沙,全面,中美关系,恐怖主义",10,7411
text_203e5f928b4d1298585178e3a891391d.txt,"乌兹别克斯坦,电力,投资,沙特阿拉伯,阁下,风力,能源,电力公司,发电厂,能源部",10,2091
text_2055e53d67ff01a42386c65b8e7468a3.txt,"燃料电池,委员会,备忘录,能源,拉赫曼,公共汽车,阿卜杜,首席,氢气,燃料",10,1855
text_21243b488596312c5ab87eb1edac0759.txt,"发电,石油,核电,太阳能,出售,非盈利,电力,国营,新闻频道,生产",10,558
text_219dfa01414143dfc7560e83321461ac.txt,"基金,主权,财富,石油,投资者,投资,多元化,阿美,示范区,共同富裕",10,1240
text_22e8db6b63d09f663bd99643ac3f9c18.txt,"能源,风能,示范村,通车,乡村,绿色,新能源,风电,证书,调节",10,930
text_234a028502383376084ccee801f229ee.txt,"发电,太阳能,光热,石油,石油资源,相吻合,合资企业,消耗量,招标,原油",10,1331
text_235430831b6c0319c05b56f30d495d99.txt,"智能,电网,管理,阿美,技术,转型,电力,新能源,效率,能源",10,2760
text_245898d90d1849c724c2c5c0b740b292.txt,"沙特阿拉伯,科技,能力,小姐姐,人工智能,英里,城市,媒体,博士,基金",10,2329
text_24ef1291244fa12191f480c824eb363f.txt,"太阳能,发电厂,信息,吉达,沙特阿拉伯,工程,跨国,网讯,证实,电力",10,409
text_261ac8cce148577a7f858570a1e71548.txt,"氢气,沙特阿拉伯,石油,绿色,生产,技术,阿美,投资,燃料,蓝色",10,1222
text_26e741b8f141f843398bab8fc886aa21.txt,"发电,能源,能源工业,法力,商界,学界,太阳能,投资,矿产资源,大臣",10,466
text_27e3dc077f52aa82739d3088c681abbd.txt,"埃尔,历史,投资,总体规划,酒店,机会,基础设施,皇家,社会,规划",10,1405
text_28a33fc073282d89347f69ae75461f16.txt,"王国,倡议,海洋,绿色,能源,环境,论坛,碳循环,基线,甲烷",10,719
