fileId,orgin_fileId,title,url,keywords,description,source,author,date,year,domainName,websiteName,views,comments,likes,forwardings,language,area,title_in_article,news_category,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54
text_b6ee8bf384bccdfffb0c3c1096815f9c.txt,b6ee8bf384bccdfffb0c3c1096815f9c,韩国拟到2020年投资42万亿韩元发展可再生能源,https://news.bjx.com.cn/html/20160726/755174.shtml,"韩国拟到2020年投资42万亿韩元发展可再生能源,可再生能源,风电市场,韩国风电",韩国拟到2020年投资42万亿韩元发展可再生能源，韩国贸易部长日前表示，韩国将投资42万亿韩元（366亿美元）用于可再生能源领域，为在2020年实现发展环境友好型的供电系统做出努力。韩国贸易、工业和能源部表示，根据计划，新的可再生能源电站将在2020年前完成，每,《电力国际信息参考》,,2016/7/26,2016.0,news.bjx.com.cn,北极星网,,,,,zh,韩国,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
text_bfe165381bcb98ccb72f0279a2b5d53e.txt,bfe165381bcb98ccb72f0279a2b5d53e,韩国发布氢能经济路线图：2040年氢能汽车增加3100倍,https://news.bjx.com.cn/html/20190121/957842.shtml,"韩国发布氢能经济路线图：2040年氢能汽车增加3100倍,氢能,燃料电池,火电",韩国发布氢能经济路线图：2040年氢能汽车增加3100倍，韩国总统文在寅近日在蔚山市政府大楼发布“氢能经济发展路线图”，宣布韩国将大力发展氢能产业，引领全球氢能市场发展。根据该路线图，韩国政府计划到2019年底，在国内普及4000辆以上氢燃料电池汽车；到2025年，建立,科技日报,,2019/1/21,2019.0,news.bjx.com.cn,北极星网,,,,,zh,韩国,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
text_9d87a9883b48bb48c81a999e333a6c8e.txt,9d87a9883b48bb48c81a999e333a6c8e,韩国氢能发电遇挑战：存在技术差距 研发投入不足,https://news.bjx.com.cn/html/20190401/972036.shtml,"韩国氢能发电遇挑战：存在技术差距 研发投入不足,氢能,清洁能源,氢能发电",韩国氢能发电遇挑战：存在技术差距 研发投入不足，韩国准备大力推动氢能发电，从而进一步推动以清洁能源取代化石燃料发电。在具体实施过程中，韩国将对用于发电、建筑、交通等方面的氢能源产业给予创业支持，并强化生产力量，构建氢燃料电池产业生态圈，增设相关产业,经济日报,,2019/4/1,2019.0,news.bjx.com.cn,北极星网,,,,,zh,韩国,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
text_e14fcaa2bc493b3c710f3260357a48e3.txt,e14fcaa2bc493b3c710f3260357a48e3,苏格兰和韩国将在可再生能源领域展开合作,https://www.antpedia.com/news/04/n-308104.html,"能源技术,可再生能源,能源",据美国合众国际社5月7日首尔报道，苏格兰政府7日在爱丁堡宣布，苏格兰与韩国签署了一项谅解备忘录，根据这项协议，两国将在海洋能源技术上进行合作。 苏格兰财政部长约翰·斯威尼日前率领一个代表团前往韩国调查两国在可再生能源领域进行合作的潜力。 韩国仁川市绿色政策主管PakrkYoon-soo在一份声明中说，他预计将把苏格兰的可再生能源知识纳入他的规划制度中。潮汐,,,2013.5.10,2013.0,www.antpedia.com,分析测试百科网,80,,0.0,,zh,韩国,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
text_e09c6c4737e51ee8b9ed3753baa60d04.txt,e09c6c4737e51ee8b9ed3753baa60d04,韩国宣布2013年温室气体减排目标,https://www.antpedia.com/news/95/n-276295.html,"温室气体,二氧化碳,标准,排放量",据报道，韩国知识经济部日前公布了2013年温室气体减排计划，并向产业、发电领域的377家企业下达了减排指标。 报道称，以二氧化碳为标准，2013年温室气体排放量预计达5.7亿吨，知识经济部计划限定排放量为5.53亿吨，其中产业、发电领域377家企业的减排量达1720万吨，减幅为3.02%，减排量是今年的2.1倍。 韩国2013年产业领域的温室气体排放量预计,,,2013.1.15,2013.0,www.antpedia.com,分析测试百科网,232,,0.0,,zh,韩国,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
text_6ad22e92871424586bdc387d38115aee.txt,6ad22e92871424586bdc387d38115aee,韩国团队研发出新型环保氢制备技术,https://www.antpedia.com/news/12/n-1477812.html,氢制备,韩国科学技术研究院发布消息称，该院燃料电池研究中心研发出了环保氢制备新技术。研究成果刊登在国际学术刊物《Applied Catalysis B: Environmental》上。 作为应对全球气候变化的重要解决方案，世界各国对氢燃料汽车的关注度越来越高。目前，氢燃料大部分是利用天然气等化石燃料生产而成，污染度较高。现有工艺技术是将粉末进行物理涂抹，在此过程,,,2018.3.29,2018.0,www.antpedia.com,分析测试百科网,53,,,,zh,韩国,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
text_5e3553a9d08487fb3862b7e0b167b2db.txt,5e3553a9d08487fb3862b7e0b167b2db,韩国：低碳绿色推动LED照明产业,https://www.antpedia.com/news/64/n-335864.html,"能源,环保,照明产业,2010年,2011年,2012年",采用LED照明的韩国大型超市。 韩国是一个资源贫国，约97%的能源依赖进口，能源短缺和油价上涨制约着韩国经济和社会的发展。节能已经成为韩国最重要的国家战略之一。因而，具有重大节能和环保意义的LED产业备受韩国政府重视。2008年，韩国就提出将“低碳绿色成长”作为未来的国家战略，而其中LED产业被作为重点推动领域。 大企业参与形成产能 韩国LED照明产业在近些,,,2013.8.21,2013.0,www.antpedia.com,分析测试百科网,112,,0.0,,zh,韩国,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
text_df5ba726309c6fb6b093fc1300690b95.txt,df5ba726309c6fb6b093fc1300690b95,中国碳交易网,http://www.tanjiaoyi.com/article-32311-1.html,    韩国碳中和目标    韩国碳排放,韩国总统文在寅：今年将拟定长期低碳战略 力争实现2050碳中和目标，韩国总统文在寅在二十国集团领导人峰会第二阶段会议中表示，为实现2050碳中和目标，韩国今年内将拟定长期低碳战略并提交联合国。文在寅介绍说，2050年碳中和是改变产业和 ... ..., KBS                    ,,2020/11/24,2020.0,www.tanjiaoyi.com,碳交易,,,,,zh,韩国,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
text_7b25bd17f10a86a6f08b9a10faa0779e.txt,7b25bd17f10a86a6f08b9a10faa0779e,韩国碳交易市场进展,http://www.tanpaifang.com/tanjiaoyi/2021/0906/79465.html,"韩国,碳,交易市场,进展,2021年,韩国,碳,排放,",2021年，韩国碳排放交易系统进入第三阶段，增加了上限、扩大了涵盖范围。涵盖范围扩大到建筑公司和（大型）运输公司，覆盖实体从约610家增至685家。反过来这相当于平均年度上限增加3.2,中国电力企业管理 ,,2021/9/6,2021.0,www.tanpaifang.com,碳排放,,,,,zh,韩国,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
text_852d7cc773e53b2466ed6afa81d63c10.txt,852d7cc773e53b2466ed6afa81d63c10,韩国政府投入4万亿韩元推进氢气及碳捕获新能源发展,http://www.tanpaifang.com/CCUS/202110/0879915.html,"韩国,政府,投入,万亿,韩元,推进,氢气,及,碳,",据韩国《京乡新闻》报道，韩国产业通商资源部与SK ES、GS能源、POSCO能源、韩华能源等能源联盟企业代表近日举行了碳中和座谈会，为了在氢气、海上风力、氢气涡轮机、碳捕获等能源领域培,中国经济网 ,,2021/10/8,2021.0,www.tanpaifang.com,碳排放,,,,,zh,韩国,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
text_bf6d1442df4e3d2bff57fcc3051dfeb5.txt,bf6d1442df4e3d2bff57fcc3051dfeb5,韩国政府公布工业与能源领域碳中和战略：清洁电能占比70.8%,http://www.tanpaifang.com/tanzhonghe/2021/1211/81086.html,"韩国,政府,公布,工业,与,能源,领域,碳,中和,",韩国政府10日在青瓦台邀请碳中和先进企业举行战略报告会，公布了工业与能源碳中和大转型愿景与战略。 政府指明引领低碳经济的世界四大工业强国愿景，并确立了清洁电能占比达到70.8%(约,界面新闻 ,,2021/12/11,2021.0,www.tanpaifang.com,碳排放,,,,,zh,韩国,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
text_7d241c5aa014bcc4888a11c5ed2fec77.txt,7d241c5aa014bcc4888a11c5ed2fec77,韩国研究机构：“如果不减少温室气体排放，21世纪后期的夏天将达到170天。”,http://www.tanpaifang.com/tanguwen/2021/1224/81405.html,"韩国,研究机构,“,如果不,减少,温室,气体,",据预测，如果不减少温室气体的排放，60年后一年中有一半将是夏天。特别是，中部地区将出现近90天的酷暑天气。 气象厅下属的国立气象科学院22日发表了具有上述内容的《韩国详细气候变化,未知 ,,2021/12/24,2021.0,www.tanpaifang.com,碳排放,,,,,zh,韩国,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
text_9d50f086a6dcf660b5fbdef5e4e83988.txt,9d50f086a6dcf660b5fbdef5e4e83988,韩国加速新能源车转换：目标明年达50万辆,http://www.tanpaifang.com/tanguwen/2021/1227/81479.html,"韩国,加速,新能源,车,转换,目标,明年,达,韩国,",韩国亚洲日报消息，韩国企划财政部部长兼副总理洪楠基21日召开创新成长BIG3促进会议时表示，力争明年实现国内电动汽车、氢燃料汽车等新能源汽车数量达50万辆，加快绿色新能源汽车的转换,未知 ,,2021/12/27,2021.0,www.tanpaifang.com,碳排放,,,,,zh,韩国,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
text_083cd23121e7e1f66c4adcd7125e4eb0.txt,083cd23121e7e1f66c4adcd7125e4eb0,韩国专家团体研究落实碳中和政策未来十大方向,http://www.tanpaifang.com/tanzhonghe/2022/0126/82113.html,"韩国,专家,团体,研究,落实,碳,中和,政策,未来,",据韩联社24日报道，韩国能源、环境专家团体24日举行能源转换论坛，讨论了应对气候变化和落实碳中和政策的未来十大方向。 论坛认为，韩下届政府应在以下十大方向做出努力：设立气候能源,韩联社 ,,2022/1/26,2022.0,www.tanpaifang.com,碳排放,,,,,zh,韩国,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
text_98bb6cc48f175d61c4ed72fba4650b68.txt,98bb6cc48f175d61c4ed72fba4650b68,韩国政府决定推行碳中和计划：截至2050年全面停用火电站,http://www.tanpaifang.com/tanzhonghe/2021/1019/80057.html,"韩国,政府,决定,推行,碳,中和,计划,截至,韩国,",韩国国际广播电台10月19日消息，韩国政府已决定推行两项碳中和计划，两项计划均为截至2050年实现零碳排放目标，将碳排放量从原案最高达2540万吨进一步减至零排放。 韩国决定截至2050年全面,界面新闻 ,,2021/10/19,2021.0,www.tanpaifang.com,碳排放,,,,,zh,韩国,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
